timestamp,metric,dimension,value
2025-06-10T14:43:48.310438,followers_count,total,2311
2025-06-10T14:43:49.306146,profile_views,total,66
2025-06-10T14:43:49.306146,accounts_engaged,total,52
2025-06-10T14:43:49.306146,total_interactions,total,66
2025-06-10T15:58:05.999457+00:00,followers_count,total,2312
