timestamp,metric,dimension,value
2025-05-16T20:25:44.142233,followers_count,total,2172
2025-05-16T20:25:49.367836,followers_count,total,2172
2025-05-16T20:25:54.841895,followers_count,total,2172
2025-05-16T20:26:00.331499,followers_count,total,2172
2025-05-16T20:26:05.562041,followers_count,total,2172
2025-05-16T20:26:11.402341,followers_count,total,2172
2025-05-16T20:26:16.727964,followers_count,total,2172
2025-05-16T20:26:22.286003,followers_count,total,2172
2025-05-16T20:26:27.893622,followers_count,total,2172
2025-05-16T20:26:33.241669,followers_count,total,2172
2025-05-16T20:26:38.937786,followers_count,total,2172
2025-05-16T20:26:44.569703,followers_count,total,2172
2025-05-16T20:26:50.127692,followers_count,total,2172
2025-05-16T20:26:56.083007,followers_count,total,2172
2025-05-16T20:27:01.721377,followers_count,total,2172
2025-05-16T20:27:07.476252,followers_count,total,2172
2025-05-16T20:27:13.161409,followers_count,total,2172
2025-05-16T20:27:19.416466,followers_count,total,2172
2025-05-16T20:27:24.921549,followers_count,total,2172
2025-05-16T20:27:30.121948,followers_count,total,2172
2025-05-16T20:27:36.343201,followers_count,total,2172
2025-05-16T20:27:41.667872,followers_count,total,2172
2025-05-16T20:27:47.096145,followers_count,total,2172
2025-05-16T20:27:52.734523,followers_count,total,2172
2025-05-16T20:27:58.427067,followers_count,total,2172
2025-05-16T20:28:05.003726,followers_count,total,2172
2025-05-16T20:28:10.442218,followers_count,total,2172
2025-05-16T20:28:15.764175,followers_count,total,2172
2025-05-16T20:28:21.801618,followers_count,total,2172
2025-05-16T20:28:27.126074,followers_count,total,2172
2025-05-16T20:28:32.787494,followers_count,total,2172
2025-05-16T20:28:38.956314,followers_count,total,2172
2025-05-16T20:28:44.278118,followers_count,total,2172
2025-05-16T20:28:49.683595,followers_count,total,2172
2025-05-16T20:28:54.804047,followers_count,total,2172
2025-05-16T20:29:00.050282,followers_count,total,2172
2025-05-16T20:29:05.466085,followers_count,total,2172
2025-05-16T20:29:10.724793,followers_count,total,2172
2025-05-16T20:29:16.363305,followers_count,total,2172
2025-05-16T20:29:21.535019,followers_count,total,2172
2025-05-16T20:29:26.963153,followers_count,total,2172
2025-05-16T20:29:32.458994,followers_count,total,2172
2025-05-16T20:29:38.424702,followers_count,total,2172
2025-05-16T20:29:46.728361,followers_count,total,2172
2025-05-16T20:29:52.211518,followers_count,total,2172
2025-05-16T20:29:57.565425,followers_count,total,2172
2025-05-16T20:30:02.960566,followers_count,total,2172
2025-05-16T20:30:08.593685,followers_count,total,2172
2025-05-16T20:30:15.099418,followers_count,total,2172
2025-05-16T20:30:20.616388,followers_count,total,2172
2025-05-16T20:30:26.641441,followers_count,total,2172
2025-05-16T20:30:32.363338,followers_count,total,2172
2025-05-16T20:30:38.616773,followers_count,total,2172
2025-05-16T20:30:44.425383,followers_count,total,2172
2025-05-16T20:30:49.896978,followers_count,total,2172
2025-05-16T20:30:55.225816,followers_count,total,2172
2025-05-16T20:31:00.835621,followers_count,total,2172
2025-05-16T20:31:06.307775,followers_count,total,2172
2025-05-16T20:31:11.866976,followers_count,total,2172
2025-05-16T20:31:17.341923,followers_count,total,2172
2025-05-16T20:31:22.748360,followers_count,total,2172
2025-05-16T20:31:28.156194,followers_count,total,2172
2025-05-16T20:31:33.557349,followers_count,total,2172
2025-05-16T20:31:41.176159,followers_count,total,2172
2025-05-16T20:31:46.508979,followers_count,total,2172
2025-05-16T20:31:51.812452,followers_count,total,2172
2025-05-16T20:31:57.902945,followers_count,total,2172
2025-05-16T20:32:03.279938,followers_count,total,2172
2025-05-16T20:32:08.645371,followers_count,total,2172
2025-05-16T20:32:13.865331,followers_count,total,2172
2025-05-16T20:32:19.445649,followers_count,total,2172
2025-05-16T20:32:25.140201,followers_count,total,2172
2025-05-16T20:32:30.547404,followers_count,total,2172
2025-05-16T20:32:36.057971,followers_count,total,2172
2025-05-16T20:32:41.376535,followers_count,total,2172
2025-05-16T20:32:46.783421,followers_count,total,2172
2025-05-16T20:32:52.841820,followers_count,total,2172
2025-05-16T20:32:58.237665,followers_count,total,2172
2025-05-16T20:33:05.008557,followers_count,total,2172
2025-05-16T20:33:10.383266,followers_count,total,2172
2025-05-16T20:33:15.647764,followers_count,total,2172
2025-05-16T20:33:21.820572,followers_count,total,2172
2025-05-16T20:33:27.279745,followers_count,total,2172
2025-05-16T20:33:34.715491,followers_count,total,2172
2025-05-16T20:33:40.190041,followers_count,total,2172
2025-05-16T20:33:45.745941,followers_count,total,2172
2025-05-16T20:33:51.270806,followers_count,total,2172
