FECHA_EVENTO,COSTE_ESTIMADO,PRECIO_MEDIO,DIA_SEMANA_NUM,MES,DIA_MES,SEMANA_DENTRO_DEL_MES,COLABORACION,TEMPORADA,TIPO_ACTIVIDAD,TEMPERATURA,TIPO_EVENTO,ASISTENCIAS_PREDICHAS,NUM_ASISTENCIAS,BENEFICIO_ESTIMADO
2026-09-06,146.2215,12.803333333333333,6,9,6,1,1,verano,ludico,15.27878787878788,pago,-151.04040998312493,-151.04040998312493,-1438.0
2026-08-09,146.2215,12.803333333333333,6,8,9,2,0,verano,ludico,15.27878787878788,pago,-148.614483229788,-148.614483229788,-1389.28
2026-08-09,146.2215,12.803333333333333,6,8,9,2,1,verano,almuerzo,15.27878787878788,pago,-151.83788502744673,-151.83788502744673,-1437.03
2026-05-10,146.2215,12.803333333333333,6,5,10,2,0,invierno,ludico,15.27878787878788,pago,-151.65601387314285,-151.65601387314285,-1452.02
2026-08-09,146.2215,12.803333333333333,6,8,9,2,1,primavera,ludico,15.27878787878788,pago,-151.6476813029063,-151.6476813029063,-1482.47
2026-02-01,146.2215,12.803333333333333,6,2,1,1,0,primavera,almuerzo,15.27878787878788,pago,-150.97887121093225,-150.97887121093225,-1431.39
