url,fecha,tipo,texto,hashtags,likes,comentarios
https://www.instagram.com/ramones_running/p/DHJlizetP7s/,2025-03-13T18:35:41.000Z,imagen,,,67 Me gusta,0
https://www.instagram.com/ramones_running/p/DGnb2PyN_CQ/,2025-02-28T12:16:47.000Z,video,,,85 Me gusta,10
https://www.instagram.com/ramones_running/p/DI1ghh_tCwb/,2025-04-24T20:00:00.000Z,imagen,,,42 Me gusta,15
https://www.instagram.com/ramones_running/p/DIerUOpNbP1/,2025-04-15T20:06:13.000Z,imagen,,,148 Me gusta,18
https://www.instagram.com/ramones_running/p/DHn3WV6tfNz/,2025-03-25T12:49:19.000Z,imagen,,,115 Me gusta,8
